Identifier,PNL (*100%),Koef,USDProfit,Winrate,Single buy,Traded,Number of tokens traded,Buys,Sell,PnL < -0.5x %,PnL -0.5x to 0x %,PnL < 2x %,PnL 2x to 5x %,PnL > 5x %,Fast tx %,No buy hold ratio,SOL balance
FpXBY7TkiTgn1KYibhJuE7QXqYtLw1YxNJTGz7QMAMmT,0.05,0.222994582,"3,728.20",61.63%,133.1114,1256,172,614,642,0.58%,37.79%,61.63%,0.00%,0.00%,11.05%,0.00%,22.60592916
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.05,0.222738672,"7,936.95",49.26%,281.9103,1264,540,608,656,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,1.347299287
7z6W9PBkf5pLWu2xqt4LEb2zaDzG1EdSmWVuSP1Fp3Th,0.05,0.222731463,"2,794.39",50.00%,388.4212,323,156,144,179,0.00%,49.36%,50.00%,0.64%,0.00%,16.67%,0.64%,7.029202188
HNHU6gSN2jAmdpKGGP84MajdmvBWLwVshPStn9pCKHBt,0.06,0.22267533,"1,269.88",56.84%,126.7296,450,190,179,271,0.53%,42.11%,56.84%,0.53%,0.00%,3.68%,0.00%,20.67797662
EzLu595m6CRxPybAUjSser9FmjDvjS3d3vyX4CPiu8Xn,0.06,0.222656563,"5,059.47",40.84%,119.1568,1907,313,730,1177,2.24%,56.23%,40.26%,1.28%,0.00%,23.96%,1.88%,1.481653937
8jNmckRveJyd4oXMdNrXXvQJRrrBRtYX414UrLcaK3BJ,0.05,0.222603828,"2,784.76",60.94%,243.384,514,233,214,300,0.00%,38.63%,61.37%,0.00%,0.00%,26.61%,0.00%,5.508966533
EqU6RwJNnUDT7u71ZRHJ4W3cdZfgsN8MfNXL31sCtqrn,0.1,0.222424228,"2,818.70",46.67%,428.1294,296,60,68,228,1.67%,51.67%,46.67%,0.00%,0.00%,15.00%,0.00%,3.794516108
FTJD3hYDDiuQ2xNMkLMApRpSGF1EUaZHhKekPCZw2aJz,0.05,0.222411058,95.41,58.33%,49.3081,87,24,38,49,0.00%,41.67%,58.33%,0.00%,0.00%,29.17%,0.00%,1.426194013
8zpgjyZ5msAJWg2Vk5znZsHm4NJ7aVqekGa66w7hz1bz,0.04,0.222354153,653.87,57.14%,205.6412,143,7,75,68,14.29%,28.57%,57.14%,0.00%,0.00%,0.00%,0.00%,9.195450732
8ffjvojhshDexboDqQWU8DXt3C2gSAoZHZVDZH3Wvie2,0.05,0.222116095,"2,605.34",43.73%,168.0463,698,327,326,372,1.22%,55.05%,43.73%,0.00%,0.00%,21.10%,0.30%,21.27928938
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.05,0.222031409,"7,972.14",49.26%,281.8325,1274,540,613,661,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,1.563889968
BC3qzW8map925Nfkz2gARGezfd1q7QK8qSGaqgvDpiLX,0.05,0.221585416,93.92,56.25%,38.1851,111,48,51,60,4.17%,39.58%,56.25%,0.00%,0.00%,8.33%,2.04%,0.877274156
itSkTkZQdWpsynJzvF3GcKZUjTwcvXXDLvYMz4HQRuM,0.04,0.220751073,102.79,100.00%,12.5848,370,1,185,185,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,1.538820382
5KNDSjbfc6tBBFn519naJzFamAwtiWu8uSFjhxN9wLA9,0.1,0.220510554,"1,671.81",41.67%,362.7532,209,36,46,163,2.78%,55.56%,41.67%,0.00%,0.00%,25.00%,0.00%,3.562423322
2fku4HMKPNho7mimbtLnyQFScmYejYu6BuTzogDePB86,0.05,0.219597664,"5,113.22",62.16%,148.5928,1567,222,712,855,0.45%,37.39%,62.16%,0.00%,0.00%,18.02%,0.45%,135.0606825
CN6T6eL6aMr9VMrAvN4c2SBcWQn4pvqmhRsA2jRmsCkq,0.05,0.219004402,459.37,55.77%,127.1235,165,52,80,85,0.00%,44.23%,55.77%,0.00%,0.00%,15.38%,0.00%,2.86650564
HNHU6gSN2jAmdpKGGP84MajdmvBWLwVshPStn9pCKHBt,0.06,0.218894524,"1,237.81",56.84%,127.3609,444,190,176,268,0.53%,42.11%,56.84%,0.53%,0.00%,3.68%,0.00%,20.51267089
2fku4HMKPNho7mimbtLnyQFScmYejYu6BuTzogDePB86,0.05,0.218867629,"5,052.39",62.16%,148.6428,1553,222,705,848,0.45%,37.39%,62.16%,0.00%,0.00%,18.02%,0.45%,134.780035
BwzSut4VNgUmDUePfgCRU9MYw7JCvxnmBaG34Lf4EpVZ,0.04,0.218676925,73.76,58.33%,44.9735,75,24,37,38,0.00%,41.67%,58.33%,0.00%,0.00%,16.67%,0.00%,1.01582794
DvCHfTkhKzNGhjsP2fFRcf5zzazNALgufSsW8djhYYNA,0.05,0.218666537,332.56,70.00%,211.2298,72,10,34,38,0.00%,30.00%,70.00%,0.00%,0.00%,10.00%,0.00%,5.493321744
2HJcXaTrJjQS8p5aJcBwQp8RbVFtgHr4aAdHvPa8DiXm,0.05,0.217855148,"1,091.41",47.76%,233.0138,215,67,87,128,2.99%,49.25%,47.76%,0.00%,0.00%,1.49%,0.00%,3.750630222
5KNDSjbfc6tBBFn519naJzFamAwtiWu8uSFjhxN9wLA9,0.1,0.217757846,"1,468.17",41.67%,356.7309,189,36,43,146,2.78%,55.56%,41.67%,0.00%,0.00%,25.00%,0.00%,2.581513664
48Zxq8aTCcJb9KcF5FcVJVaroNaR5oNzQmB9jL2GGQJR,0.05,0.217661168,"2,931.49",50.00%,368.99,365,60,169,196,1.67%,50.00%,45.00%,1.67%,1.67%,3.33%,10.45%,65.26454137
8ffjvojhshDexboDqQWU8DXt3C2gSAoZHZVDZH3Wvie2,0.05,0.217605466,"2,527.03",43.73%,168.0593,691,327,323,368,1.22%,55.05%,43.73%,0.00%,0.00%,21.10%,0.30%,20.71239335
By3FK87BQMuAyKqATVcv2DamNFeahnTnBWnSafxPa3Dc,0.04,0.217369994,"1,568.37",52.83%,276.4448,261,107,130,131,10.28%,36.45%,53.27%,0.00%,0.00%,12.15%,0.00%,16.12579827
GWu5igvM3oBRuUAFmGLAD5PK9yapqUxHFJK1uNAJTonL,0.04,0.216970455,272.34,40.12%,45.9778,273,167,133,140,1.20%,58.68%,38.92%,1.20%,0.00%,11.38%,0.00%,1.104692145
719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,0.05,0.216741701,"9,446.73",45.71%,424.807,1026,426,476,550,0.70%,49.77%,43.66%,0.70%,0.00%,6.99%,5.51%,123.944661
GWMWGhzzEcyXw4yn13ZWSCEmFMDHBbB32jdW4Z1UB9oM,0.04,0.216719805,483.1,49.06%,202.6496,110,53,54,56,0.00%,50.94%,49.06%,0.00%,0.00%,28.30%,0.00%,4.97625155
AaJQ3RdF5G12fYEQsmoewhYtmDbP5XkzTq3VRfibJVkz,0.04,0.216056723,567.88,45.57%,88.2008,298,81,153,145,11.11%,39.51%,48.15%,1.23%,0.00%,1.23%,2.41%,2.459152965
BHxN8dZqzu73VbGgx7kEE945m3o4d8MGYWPssdKqY1b6,0.03,0.216049383,0.28,42.86%,0.1728,75,24,51,24,16.67%,16.67%,66.67%,0.00%,0.00%,20.83%,0.00%,0.019953544
EqU6RwJNnUDT7u71ZRHJ4W3cdZfgsN8MfNXL31sCtqrn,0.09,0.21600861,"2,768.24",46.67%,428.6092,299,60,69,230,1.67%,51.67%,46.67%,0.00%,0.00%,15.00%,0.00%,3.528922449
3sbb3qRBimVXfpcQdks84Z8j4TLoAkWXctniPYjA1TJG,0.04,0.215930531,"1,421.73",47.83%,179.8962,366,115,213,153,3.48%,48.70%,46.96%,0.87%,0.00%,0.00%,0.86%,11.33673649
EEDS6E2PPCsC2X6TeAkdBjYbLxQUxgTUnxsCHjvDk5og,0.04,0.215758505,88.33,50.00%,32.4915,126,46,65,61,13.04%,36.96%,50.00%,0.00%,0.00%,4.35%,0.00%,1.034066031
3sWezgpQuEt1npUnYSYUhdCsaAeoM1PvQe9mjtXteEQV,0.05,0.215614496,"5,417.03",44.96%,390.726,643,278,270,373,3.60%,51.44%,44.96%,0.00%,0.00%,26.26%,0.00%,5.299712161
GoorbaD1PZyYteqRNXcfW1o8ybueBgaDiJfgZGwN7riV,0.04,0.215489566,712.27,50.00%,440.7143,75,16,39,36,0.00%,43.75%,56.25%,0.00%,0.00%,0.00%,0.00%,5.236919718
2fku4HMKPNho7mimbtLnyQFScmYejYu6BuTzogDePB86,0.05,0.215056345,"4,980.51",62.16%,148.6463,1558,222,707,851,0.45%,37.39%,62.16%,0.00%,0.00%,18.02%,0.45%,134.3721268
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.04,0.214983196,"7,770.84",49.26%,281.7324,1283,540,617,666,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,1.103741239
FSX5gayVsWN8YXrU3ogyMm2XjTffptmgBMuAiQYWLszZ,0.05,0.214895195,713.59,56.36%,173.8556,191,56,87,104,0.00%,44.64%,55.36%,0.00%,0.00%,5.36%,0.00%,2.512797441
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.04,0.214220726,"7,836.95",49.26%,280.1189,1306,540,629,677,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,0.295733451
7iGGx6qmgHHjJFaRzP5c9EZgC64LADdjxQYyyVA3BKTW,0.04,0.213274676,261.45,42.31%,140.9062,87,26,49,38,19.23%,38.46%,38.46%,3.85%,0.00%,0.00%,16.13%,10.72761038
EerzdQKKC4Z9DGeVqmASPqVGXJF8i1mAGvqCK7FBVgdT,0.04,0.213203631,"1,206.62",46.27%,200.6905,282,67,147,135,1.49%,52.24%,46.27%,0.00%,0.00%,0.00%,2.90%,7.56554689
vALBZLWCGpuH1T81kHxc42VDSHqdE6oKg8tYksPsaKP,0.03,0.212708097,"1,323.55",52.91%,31.0343,2005,344,1363,642,2.91%,44.19%,52.33%,0.58%,0.00%,15.12%,0.58%,7.844324489
CGAZ8ysbcmc6a14uYRqDJfnQvjRF4fVSZBYiTsZgRwcH,0.08,0.212058279,"3,523.54",55.56%,196.8709,844,108,222,622,2.78%,41.67%,53.70%,1.85%,0.00%,13.89%,0.92%,31.7256508
3f2VRBixzDzFapg4zhFTWm4sbVvBVGtSwE2fsoDTZ1RJ,0.04,0.21197089,"1,280.76",46.67%,232.3904,260,92,129,131,4.35%,48.91%,46.74%,0.00%,0.00%,5.43%,0.00%,4.602785021
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.04,0.211609063,"7,724.87",49.26%,280.5948,1301,540,626,675,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,0.823145298
719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,0.05,0.211327025,"9,009.11",47.12%,429.7493,992,417,459,533,0.72%,47.72%,44.12%,0.72%,0.00%,6.99%,5.51%,123.7216904
719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,0.05,0.211123182,"9,326.98",47.52%,421.5449,1048,423,487,561,0.47%,51.77%,46.81%,0.95%,0.00%,6.38%,5.58%,123.0891083
CGAZ8ysbcmc6a14uYRqDJfnQvjRF4fVSZBYiTsZgRwcH,0.08,0.211118176,"3,456.35",55.56%,195.599,837,108,219,618,2.78%,41.67%,53.70%,1.85%,0.00%,13.89%,0.92%,31.39027102
81FnguBwmkUcRyZfePYvxE9PkmTJZJ3UVYyMQnxSJ4h7,0.05,0.210893072,44.37,56.25%,14.1202,149,48,65,84,16.67%,27.08%,56.25%,0.00%,0.00%,2.08%,0.00%,0.438888004
itSkTkZQdWpsynJzvF3GcKZUjTwcvXXDLvYMz4HQRuM,0.04,0.210878191,101.26,100.00%,12.5374,383,1,192,191,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,1.462279085
Db2QKQGaa4EYjsSLixUnKSq5rAig2H4y61bpQcQtGnK6,0.04,0.209848408,228.69,66.67%,131.2996,83,30,45,38,0.00%,33.33%,66.67%,0.00%,0.00%,16.67%,0.00%,2.646529948
H6ctQWxrXg6ggNutnnLSJPJwQZgKcHXHnGSBw5JaYEBh,0.04,0.209804622,297.15,44.44%,202.3311,70,28,34,36,0.00%,53.57%,46.43%,0.00%,0.00%,3.57%,0.00%,1.695126045
719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,0.05,0.209533038,"9,339.89",45.17%,419.7249,1062,420,494,568,0.71%,53.33%,45.24%,0.95%,0.00%,6.38%,5.58%,123.0355113
4SHxVXNRosn7N23NpTjsbVw12TeZTcTRvFDXBkzCsZ4R,0.04,0.209209193,"7,709.87",49.26%,280.6736,1313,540,632,681,0.19%,50.56%,49.26%,0.00%,0.00%,12.78%,0.18%,1.993067627
AvcwFK7QtYMLmDjzby4wSy8zm658naJZsuuzL6jK85H1,0.05,0.209147389,"4,285.28",41.23%,303.0959,676,211,270,406,3.79%,54.50%,41.23%,0.47%,0.00%,26.54%,0.94%,47.89371727
DgaxRiAG7zzm7THU3RKboWfQhZAaWVkCYxCpexYeY5kb,0.04,0.208835706,62.36,76.67%,21.7962,137,30,67,70,6.67%,16.67%,76.67%,0.00%,0.00%,20.00%,0.00%,0.916026447
Jdv2h39eUAcpQZde3qKG7h7sNBCP41npSdygLEbrebg,0.04,0.208822901,"3,851.73",46.99%,183.3495,1006,250,469,537,1.60%,50.40%,46.40%,1.60%,0.00%,16.00%,1.19%,6.669413774
81FnguBwmkUcRyZfePYvxE9PkmTJZJ3UVYyMQnxSJ4h7,0.05,0.208541021,46.21,56.25%,14.0245,158,48,70,88,16.67%,27.08%,56.25%,0.00%,0.00%,2.08%,0.00%,0.359774492
4VeQwByYhxt6foTrfJp6H71t2gnu1e5JbHCLrWJwgCcc,0.05,0.208413867,513.09,55.17%,206.8807,119,29,47,72,3.45%,41.38%,51.72%,3.45%,0.00%,0.00%,0.00%,2.938841901
E3AqGnc5yTBmgLiERKDDRw4cpHqDJPGmCSrd1K2p5Yw9,0.04,0.208185265,80.91,42.00%,29.0033,134,50,67,67,44.00%,14.00%,38.00%,4.00%,0.00%,0.00%,0.00%,1.014048858
61NdHxnejzrYHnM77kA3iuJ9HXT819K3ffbXwRx2tRCk,0.04,0.207718164,533.56,66.10%,105.7067,243,59,129,114,0.00%,33.90%,66.10%,0.00%,0.00%,3.39%,0.00%,9.966187771
CfBf4BGJB82Aye9j983JwGrcfRc7v4bV9wLaqGgESZWB,0.04,0.207684577,254.58,65.52%,91.4777,134,29,65,69,0.00%,34.48%,65.52%,0.00%,0.00%,0.00%,0.00%,2.055237689
QN21WzHetX2Qto7WJqzVekfN7bBL4sjgaoTYgKQqYh1,0.03,0.207682183,254.77,50.00%,39.4447,311,16,210,101,0.00%,50.00%,50.00%,0.00%,0.00%,6.25%,0.00%,1.565832362
DgaxRiAG7zzm7THU3RKboWfQhZAaWVkCYxCpexYeY5kb,0.04,0.20704698,61.42,76.67%,21.9739,135,30,66,69,6.67%,16.67%,76.67%,0.00%,0.00%,20.00%,0.00%,0.872470808
4VGpa2c4SUP7j33ThJWL6oEzZnWmaFsizpdvJcWsmWx2,0.04,0.206126118,46.04,73.68%,24.8176,90,19,45,45,0.00%,26.32%,73.68%,0.00%,0.00%,5.26%,0.00%,0.33393043
8jGai9a8U4RSzDnweCgeVZJBLxMTrNsrhHbGrCF8F3Ks,0.05,0.206074988,24.1,52.56%,1.0498,1114,390,482,632,1.54%,45.90%,51.79%,0.77%,0.00%,13.08%,0.00%,0.145061984
C5R21ucy7hqz8dirv2b28qBeywWq9dftaCvxDdmJkyKv,0.04,0.206002461,310.49,100.00%,120.5772,125,1,62,63,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,6.397119327
8ffjvojhshDexboDqQWU8DXt3C2gSAoZHZVDZH3Wvie2,0.04,0.20590275,"2,370.63",43.73%,168.3238,684,327,320,364,1.22%,55.05%,43.73%,0.00%,0.00%,21.10%,0.30%,20.02484699
9X1DqLt4ua8JQdnbnxL3VuBihnZ4UM7mg5reABqvtnZR,0.04,0.205735288,"4,033.18",62.56%,137.8603,1422,195,652,770,0.51%,36.92%,62.56%,0.00%,0.00%,22.56%,0.00%,103.9386198
GPLmVnDTjo4f6zsKQLzuzvqRouCNrnA6LPJyGw1iL8aW,0.06,0.205381809,947.52,41.58%,159.0847,290,101,107,183,2.97%,55.45%,40.59%,0.99%,0.00%,18.81%,0.98%,3.067240007
719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,0.04,0.205356834,"9,201.14",44.95%,418.7441,1070,423,498,572,0.71%,53.43%,44.92%,0.95%,0.00%,6.38%,5.58%,125.3557562
4Qdgca54iytnNtZJKPzkw729UuXA8XQntWNyC5nGHTTq,0.04,0.204916162,104.58,40.38%,11.6254,439,208,222,217,0.48%,58.65%,40.38%,0.48%,0.00%,11.54%,0.00%,1.118729411
GPLmVnDTjo4f6zsKQLzuzvqRouCNrnA6LPJyGw1iL8aW,0.06,0.204254295,983.65,41.58%,161.0639,299,101,110,189,2.97%,55.45%,40.59%,0.99%,0.00%,18.81%,0.98%,3.204676531
7yd579zXmWPoxEE22BUYTzAo8nyMmQtPyEWS3g1BFhH4,0.04,0.203972104,"2,950.42",51.16%,350.2378,413,86,196,217,1.16%,47.67%,51.16%,0.00%,0.00%,11.63%,2.27%,53.98293378
5A8ccygW19vazEt5XhszYFxY33gUHQckFUz8T8sEYA2f,0.03,0.203754671,98.13,83.33%,34.6481,139,19,98,41,5.26%,15.79%,78.95%,0.00%,0.00%,0.00%,0.00%,0.06773197
2ozhX8EzXXJbNSFWpnetWCvRrDd6bniN3RfGCUJXe9eU,0.04,0.202744912,95.05,58.90%,28.7617,163,73,80,83,10.96%,30.14%,58.90%,0.00%,0.00%,21.92%,0.00%,0.777931713
AvcwFK7QtYMLmDjzby4wSy8zm658naJZsuuzL6jK85H1,0.05,0.202734473,"4,182.62",41.23%,302.5077,682,211,273,409,3.79%,54.50%,41.23%,0.47%,0.00%,26.54%,0.94%,47.33674767
AGEDoPx2Ek2h96rRLu9eAtysFVBh2KjbRURrVVKyeW5p,0.04,0.202150413,775.28,44.29%,163.8959,234,70,115,119,1.43%,54.29%,44.29%,0.00%,0.00%,1.43%,0.00%,6.37402781
5HyPUBfNftkUzfgLQcNsYBU1TZYf43ybZUoWzQYnNXi7,0.04,0.201870319,"2,311.66",42.42%,180.6185,634,66,307,327,6.06%,51.52%,42.42%,0.00%,0.00%,0.00%,4.35%,0.006563058
vbXpsjNXdg57VatGKiYN1ZY4ffwqoumPzztCMnJCxd9,0.05,0.201111822,"2,743.18",45.31%,372.6796,366,128,139,227,5.47%,49.22%,42.97%,2.34%,0.00%,18.75%,12.33%,26.44922921
8YzRWngc9XW9dQHNaqt2tbD5fiUAVGCoFrrtDFNN8ZJW,0.05,0.20094065,180.79,56.00%,32.1328,280,26,114,166,3.85%,38.46%,57.69%,0.00%,0.00%,7.69%,3.70%,1.319463557
5KNDSjbfc6tBBFn519naJzFamAwtiWu8uSFjhxN9wLA9,0.09,0.200911008,"1,566.77",41.67%,366.1187,213,36,48,165,2.78%,55.56%,41.67%,0.00%,0.00%,25.00%,0.00%,3.019482351
8THjAMTfjcVfhSKuL8RLEJTghtg3v5Q1FHDRCweMAFQR,0.04,0.199909165,361.51,40.00%,65.5207,276,5,138,138,0.00%,60.00%,40.00%,0.00%,0.00%,0.00%,0.00%,1.697948781
GPLmVnDTjo4f6zsKQLzuzvqRouCNrnA6LPJyGw1iL8aW,0.05,0.199807283,966.54,41.58%,158.0837,306,101,113,193,2.97%,55.45%,40.59%,0.99%,0.00%,18.81%,0.98%,3.106991775
9X1DqLt4ua8JQdnbnxL3VuBihnZ4UM7mg5reABqvtnZR,0.04,0.199266984,"3,917.07",62.56%,137.7533,1427,195,655,772,0.51%,36.92%,62.56%,0.00%,0.00%,22.56%,0.00%,103.2982972
DukoBSFgJjHe3xoYhK3k62j48Tukz3wUU6UGb9tFfaiH,0.03,0.199255431,105.91,42.52%,12.0802,440,128,292,148,10.16%,46.88%,39.06%,3.91%,0.00%,0.00%,0.00%,0.254301699
BPKDoJ2cbRQeKuTArnJbz26ik93jhLzsn63vLo26guTx,0.06,0.199215547,"3,484.62",45.69%,99.4412,1759,499,562,1197,0.80%,53.51%,43.49%,2.00%,0.20%,2.20%,0.00%,34.75190457
4Cb7A9Xuhv2Nnuk5vZ1xhnKkhDLnYjeZekzHv2zT5jjh,0.04,0.199169078,"2,146.39",52.50%,376.8085,286,40,128,158,0.00%,47.50%,50.00%,2.50%,0.00%,20.00%,2.44%,5.098857685
BPKDoJ2cbRQeKuTArnJbz26ik93jhLzsn63vLo26guTx,0.06,0.199056896,"3,422.73",45.69%,99.449,1729,499,555,1174,0.80%,53.51%,43.49%,2.00%,0.20%,2.20%,0.00%,34.59314991
DVpyoypysJzX4GXeUqxg3SxbU6omZntUJDMgqfEMaJDj,0.04,0.198508517,357.77,44.00%,246.8891,73,25,37,36,0.00%,56.00%,44.00%,0.00%,0.00%,4.00%,3.85%,5.206759703
qSvYV6PeRvLjBU8deb4eDV1gZ787gUbUoRPmcmMTyrH,0.04,0.198251758,431.63,42.86%,298.244,73,21,39,34,0.00%,57.14%,42.86%,0.00%,0.00%,0.00%,0.00%,6.520426949
7xeoQxTBaTYpLV7MyYXib9qetriUpx93ARLzKcMmwea,0.04,0.198236713,"1,546.76",47.95%,155.4301,502,219,223,279,1.37%,50.68%,47.95%,0.00%,0.00%,4.57%,0.00%,5.438077601
61NdHxnejzrYHnM77kA3iuJ9HXT819K3ffbXwRx2tRCk,0.04,0.1979231,495.04,66.10%,107.8092,232,59,123,109,0.00%,33.90%,66.10%,0.00%,0.00%,3.39%,0.00%,9.746547481
9X1DqLt4ua8JQdnbnxL3VuBihnZ4UM7mg5reABqvtnZR,0.04,0.197747584,"3,916.18",62.56%,137.9104,1436,195,659,777,0.51%,36.92%,62.56%,0.00%,0.00%,22.56%,0.00%,103.2703526
GPLmVnDTjo4f6zsKQLzuzvqRouCNrnA6LPJyGw1iL8aW,0.05,0.197590781,948.32,41.58%,158.921,302,101,112,190,2.97%,55.45%,40.59%,0.99%,0.00%,18.81%,0.98%,3.015663822
vbXpsjNXdg57VatGKiYN1ZY4ffwqoumPzztCMnJCxd9,0.05,0.19741304,"2,977.70",46.90%,384.7858,392,147,147,245,5.44%,47.62%,44.22%,2.72%,0.00%,17.69%,10.37%,29.1216668
7xeoQxTBaTYpLV7MyYXib9qetriUpx93ARLzKcMmwea,0.04,0.197112978,"1,541.78",47.95%,154.8873,505,219,225,280,1.37%,50.68%,47.95%,0.00%,0.00%,4.57%,0.00%,4.516791502
6QGBuuG6tzUK4TivURM5WtDvEqFdzEKDSYX1PhG6Ki7E,0.04,0.196914693,454.31,69.23%,17.5448,1315,26,658,657,0.00%,30.77%,69.23%,0.00%,0.00%,3.85%,7.14%,0.572544215
2sV7KMDHTwDu7ptmpV7w3Qe69KEYMnAqRAW4PC861PeE,0.05,0.196836634,"3,408.82",47.40%,267.6664,647,192,263,384,3.65%,49.48%,45.83%,1.04%,0.00%,25.00%,0.52%,30.88412149
vALBZLWCGpuH1T81kHxc42VDSHqdE6oKg8tYksPsaKP,0.03,0.196725393,"1,251.62",52.91%,31.5276,2018,344,1369,649,2.91%,44.19%,52.33%,0.58%,0.00%,15.12%,0.58%,8.29910013
itSkTkZQdWpsynJzvF3GcKZUjTwcvXXDLvYMz4HQRuM,0.04,0.19583516,86.33,100.00%,12.4881,353,1,177,176,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,1.381891817
3YLXpGwgAxVoPdbYZ3nGoWHquViHi62Mh99vqGG6f6Qw,0.04,0.195677332,506.19,49.15%,129.993,199,59,103,96,0.00%,50.85%,49.15%,0.00%,0.00%,10.17%,0.00%,2.844528022
2XX6G8N3j8gRAb9U16NvT4oJqyhhbGvNU3to2Zx86yj3,0.04,0.195399074,318.75,53.12%,158.3764,103,33,49,54,0.00%,48.48%,51.52%,0.00%,0.00%,3.03%,15.38%,7.543383068
9c3LrtRiBpqNySuuo6EEphpYYqPuY1jKbvfpGcWBWmdt,0.04,0.195109172,319.03,50.00%,104.8164,156,34,83,73,2.94%,44.12%,52.94%,0.00%,0.00%,0.00%,0.00%,0.938947616
8Tvc58uAkUbpQ9w1a4dnayYjfrGAHqixNgPa9kBNUoNb,0.04,0.194439536,"1,486.79",54.68%,216.004,354,139,184,170,1.44%,43.17%,55.40%,0.00%,0.00%,22.30%,7.33%,14.86160988
HopUoDuctkangjxn2xyGuVRQZb8ziVfcBbYNpWCat1GT,0.04,0.194374801,"3,097.97",43.02%,349.5203,456,181,217,239,3.31%,52.49%,41.44%,2.76%,0.00%,7.18%,1.09%,57.91966638
4Qdgca54iytnNtZJKPzkw729UuXA8XQntWNyC5nGHTTq,0.04,0.193521112,100.77,40.38%,11.6753,446,208,225,221,0.48%,58.65%,40.38%,0.48%,0.00%,11.54%,0.00%,1.142968865
5AmLiWonycEwxGiwXPTkHZiGtigpK11nmzcX1GxuWTL4,0.04,0.193152602,88.26,52.50%,34.617,132,40,67,65,0.00%,47.50%,50.00%,2.50%,0.00%,15.00%,0.00%,7.825407457
3hHWiHaQ28weM6ptr61anSUKWoDVznzwi2NFFe8AYwTR,0.04,0.193016167,349.95,78.57%,153.6492,118,14,59,59,0.00%,21.43%,78.57%,0.00%,0.00%,0.00%,6.67%,0.610760635
3eEq53nf7vrCuymhwXyzfksgPHAKB6aZ7dSNXmuyHtCP,0.04,0.192962307,296.97,44.44%,216.7613,71,27,32,39,0.00%,55.56%,44.44%,0.00%,0.00%,14.81%,10.00%,8.132228585
9H1qNaGiJUou7HgjQ16bB8Ze3uDiNJXw1LnoBN89g9ay,0.03,0.192704073,74.56,74.11%,3.195,1211,217,681,530,5.99%,47.00%,46.54%,0.46%,0.00%,1.38%,0.00%,3.00148725
5kTfix6dceRuznzExRBjZoxUxwfNb6ShpwFE8qcN5VuJ,0.13,0.192341345,959.07,57.50%,206.0451,242,40,37,205,2.50%,40.00%,57.50%,0.00%,0.00%,27.50%,4.76%,3.632883264
BFTBCKFkXAY9fiY2tjiUS2vz7y5oycoCqJqcXKsB7LwM,0.03,0.191834288,477.94,72.73%,62.7562,397,26,236,161,0.00%,23.08%,76.92%,0.00%,0.00%,23.08%,0.00%,0.41041855
4iHntP63dReVzvaJD9hvBwsot73DvLxgA13gVqfSXEV6,0.04,0.191793671,574.3,47.11%,63.5746,471,121,212,259,0.00%,52.89%,47.11%,0.00%,0.00%,9.09%,0.00%,3.192858017
2enNFXKXaF63wTEDDC5oKELEqvQ8jbihVUHCVv4kfW5G,0.04,0.19167445,372.16,55.56%,168.837,115,36,53,62,2.78%,41.67%,55.56%,0.00%,0.00%,8.33%,0.00%,4.08882808
3mjHNqaPGVYncmd95w9TC3XGQe3EwGykGZiDQyhDxwhU,0.04,0.19160644,611.55,48.78%,332.4686,96,44,51,45,0.00%,47.73%,52.27%,0.00%,0.00%,15.91%,2.22%,4.9092128
6nbNh7T89jt3oLzJoDqgS9UX2gJwzidNLpjqL1VDcrQS,0.04,0.191591851,310.79,73.68%,113.4368,143,38,73,70,2.63%,23.68%,73.68%,0.00%,0.00%,2.63%,2.56%,1.006257564
G9VPG4XvHheUUbzPexNzx9Yyx97ii53WYb89PvdM2qQk,0.04,0.191544871,"4,495.61",42.11%,270.7067,867,209,467,400,2.87%,55.02%,40.19%,1.44%,0.48%,24.40%,3.69%,59.92035899
