Identifier,PNL (*100%),Koef,USDProfit,Winrate,Single buy,Traded,Number of tokens traded,Buys,Sell,PnL < -0.5x %,PnL -0.5x to 0x %,PnL < 2x %,PnL 2x to 5x %,PnL > 5x %,Fast tx %,No buy hold ratio,SOL balance
Av3XTjkpjWXjxuahHxRwewhffoZCbJKTyBnzsZtPM2AW,0.22,0.977624146,179.72,73.68%,18.9519,97,19,43,54,15.79%,10.53%,73.68%,0.00%,0.00%,10.53%,0.00%,3.076988389
GT1R4hCcEmbNMxf8YNYTP7X835GNVVmkdgvtxcPJ4nVn,0.15,0.976579095,753.39,100.00%,82.9525,93,7,62,31,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.099828934
CVFs9ebiTJeb8a5unX4hXnV1tBhfhVT36Z6bXXWijtYs,0.19,0.974286966,"1,281.83",44.12%,146.1844,90,37,46,44,2.70%,48.65%,48.65%,0.00%,0.00%,5.56%,2.70%,1.066096154
2FbbtmK9MN3Zxkz3AnqoAGnRQNy2SVRaAazq2sFSbftM,0.15,0.966332328,"25,058.69",62.96%,298.7529,868,216,552,316,1.39%,31.02%,54.17%,1.39%,0.00%,25.23%,0.47%,127.8881575
2FbbtmK9MN3Zxkz3AnqoAGnRQNy2SVRaAazq2sFSbftM,0.15,0.966299477,"24,949.97",63.68%,298.844,864,214,550,314,0.47%,35.05%,63.08%,1.40%,0.00%,25.23%,0.47%,127.3641808
BAr5csYtpWoNpwhUjixX7ZPHXkUciFZzjBp9uNxZXJPh,0.12,0.959189313,"12,890.60",40.00%,111.8058,1202,165,971,231,9.70%,44.85%,37.58%,1.21%,0.61%,2.16%,26.84%,20.07583966
6w1Fy1zLgqEhW6GCDZgLiqeh9YeAR65KzZg4DbdQs3Yw,0.2,0.957703764,"4,796.35",48.00%,215.8697,232,51,112,120,0.00%,50.98%,47.06%,0.00%,1.96%,1.96%,0.00%,3.813532625
4cEoCJY6AHC44DN798ZV83Kv4FuQ4whk3SpnovTp2N7P,0.23,0.954761635,"7,520.94",48.98%,380.5457,207,98,86,121,0.00%,51.02%,46.94%,1.02%,1.02%,19.39%,0.00%,18.78707692
GnjGt6w98gGZPr6AjRZVZR6xCB6NymhsUPc4TkCmi3RF,0.19,0.949877704,757.55,62.50%,78.1886,102,33,50,52,0.00%,36.36%,63.64%,0.00%,0.00%,21.21%,0.00%,5.579751332
4cEoCJY6AHC44DN798ZV83Kv4FuQ4whk3SpnovTp2N7P,0.23,0.944536148,"7,620.05",48.98%,384.1669,210,98,87,123,0.00%,51.02%,46.94%,1.02%,1.02%,19.39%,0.00%,20.93956326
E6pP9QF5nJXUrZXbq6egk5j8i5FPNNttvQKbowvcWK6s,0.2,0.944101837,"12,237.46",46.96%,284.8794,455,182,216,239,0.55%,52.20%,45.60%,1.65%,0.00%,14.29%,1.62%,71.29626541
4cEoCJY6AHC44DN798ZV83Kv4FuQ4whk3SpnovTp2N7P,0.23,0.941168864,"7,614.92",48.98%,379.8553,213,98,89,124,0.00%,51.02%,46.94%,1.02%,1.02%,19.39%,0.00%,18.95055958
yfcQEWWSgNEvKzgs5xJJgGfRGWdLYKG88vZ3Cx7AYrY,0.21,0.940335809,945.97,80.00%,104.7908,96,10,42,54,0.00%,20.00%,60.00%,20.00%,0.00%,0.00%,0.00%,7.103876483
7uf2NiY476AGjwRHs248uGT7DbpFGm2C3wQcWFguuoYs,0.19,0.937932974,259.89,50.00%,33.3841,83,34,40,43,0.00%,50.00%,47.06%,2.94%,0.00%,0.00%,0.00%,1.983270943
4cEoCJY6AHC44DN798ZV83Kv4FuQ4whk3SpnovTp2N7P,0.22,0.934408451,"7,632.54",48.98%,379.9215,215,98,90,125,0.00%,51.02%,46.94%,1.02%,1.02%,19.39%,0.00%,19.03828757
2qyhcby9KFckEbjjbzxFWXohfc7BUHVn1PQ8orUtAxem,0.26,0.932181584,562.12,50.00%,58.5452,103,5,37,66,0.00%,40.00%,60.00%,0.00%,0.00%,20.00%,0.00%,2.966594182
459Q7jT6F3eu5fWTgfdRfiPYPRLMXuJqRpgjnjynoZ2N,0.13,0.930295436,44.73,82.61%,2.1275,226,54,158,68,14.81%,53.70%,31.48%,0.00%,0.00%,0.00%,0.00%,0.466119303
6w1Fy1zLgqEhW6GCDZgLiqeh9YeAR65KzZg4DbdQs3Yw,0.19,0.926982694,"4,732.78",48.00%,213.6224,239,51,116,123,0.00%,50.98%,47.06%,0.00%,1.96%,1.96%,0.00%,3.487641532
8makj6yqmhnZ7useyhgrAsZrLHUCvVWe5wuUf2fWncAr,0.18,0.925683585,"8,010.00",47.73%,314.6569,275,45,138,137,8.89%,44.44%,46.67%,0.00%,0.00%,8.89%,2.17%,43.43557066
8MjXUaGHoTjeoKmQKsbrc8aUAjeUfAySaxGCMAKEeEno,0.18,0.923826904,"2,009.60",55.56%,172.6428,126,57,66,60,0.00%,43.86%,52.63%,1.75%,1.75%,0.00%,0.00%,10.45299145
TN1huc2jUFdQ71SiQcEnXdaKXNsDvUt6HkmzfDiVcx4,0.16,0.923228568,"4,389.15",65.43%,210.3598,226,81,128,98,0.00%,34.57%,65.43%,0.00%,0.00%,7.41%,0.00%,20.06543505
286CHN57Km41GsAnDv866WKd6YB6HPSjFgF4rGDJTRLf,0.21,0.919387328,"124,176.17",52.17%,1402.5342,963,211,425,538,2.37%,38.39%,54.98%,0.95%,0.00%,8.37%,14.35%,210.5474457
ABnK2EKGPbfzAx72yBgJFSJMHuXzEprgiU7K2ftDCqAQ,0.17,0.91445786,"4,555.70",49.44%,133.5619,373,92,197,176,1.09%,44.57%,53.26%,0.00%,1.09%,4.35%,0.00%,25.66216166
97ob4vXQLAFJBxPEub1dLcy1XnFFnxTuAx8nEqxMZ4B1,0.19,0.914193418,"13,055.17",45.80%,161.5445,884,238,425,459,2.94%,50.84%,42.44%,2.94%,0.84%,15.13%,0.00%,50.42501089
3ZrDju6R6Cp9VG6aMaq2yKG4f2Zwtkv6Uzrw3j58jLX4,0.15,0.911280911,"1,179.58",57.14%,163.8506,79,7,49,30,28.57%,14.29%,57.14%,0.00%,0.00%,14.29%,0.00%,2.120224342
E6pP9QF5nJXUrZXbq6egk5j8i5FPNNttvQKbowvcWK6s,0.19,0.910363701,"11,321.06",46.96%,288.5326,431,182,205,226,0.55%,52.20%,45.60%,1.65%,0.00%,14.29%,1.62%,69.87833275
d4WKrQNdztbiZ3nFHkJVp8w26JFPyUiTt6MtZqbPwU2,0.23,0.909356393,"2,127.13",41.86%,207.0053,113,43,45,68,2.33%,55.81%,34.88%,4.65%,2.33%,2.33%,4.44%,7.976028967
286CHN57Km41GsAnDv866WKd6YB6HPSjFgF4rGDJTRLf,0.2,0.90335023,"106,637.12",52.84%,1307.2676,903,221,412,491,2.26%,34.39%,49.77%,0.90%,0.00%,7.22%,14.54%,1.652601463
ApXppdtbLiZ85CUFtXzLaqHGfBgwPvx6ywLZzNowkWCQ,0.18,0.902458297,"1,119.56",40.98%,52.3446,237,61,119,118,14.75%,44.26%,36.07%,1.64%,3.28%,1.64%,0.00%,0.076697023
H9V8hn11Eb2uS7k5nCAhX3ui1MZeA1fQ4gnie3Qp5fbh,0.18,0.901055523,"2,136.74",59.09%,296.4218,80,22,39,41,0.00%,40.91%,59.09%,0.00%,0.00%,4.55%,0.00%,5.186793267
8makj6yqmhnZ7useyhgrAsZrLHUCvVWe5wuUf2fWncAr,0.18,0.899551227,"8,794.48",47.73%,318.4534,307,45,151,156,8.89%,44.44%,46.67%,0.00%,0.00%,8.89%,2.17%,47.43314943
3ZrDju6R6Cp9VG6aMaq2yKG4f2Zwtkv6Uzrw3j58jLX4,0.14,0.899391258,"1,163.78",57.14%,157.8005,82,7,51,31,28.57%,14.29%,57.14%,0.00%,0.00%,14.29%,0.00%,0.280512877
9W9nJMxjWXbmJyxqqrRCLpsuyMsTwnz8cCmEGBfX7Mou,0.13,0.896656888,513.99,52.38%,81.8899,70,33,47,23,27.27%,3.03%,66.67%,3.03%,0.00%,0.00%,0.00%,0.550151381
tXU81r1Br119HdLDgrpuCvZoqLtHaGvHiGim3182z7M,0.19,0.896590857,"4,110.82",70.77%,211.2878,217,65,101,116,0.00%,29.23%,70.77%,0.00%,0.00%,12.31%,0.00%,3.045627329
3p8N63Qe5D9VDp1yPVKTBSCWJmqpv43HMQ5RVdrJAzHa,0.18,0.896181129,"2,377.92",91.30%,232.7537,114,23,57,57,0.00%,8.70%,91.30%,0.00%,0.00%,21.74%,0.00%,1.499975
E6pP9QF5nJXUrZXbq6egk5j8i5FPNNttvQKbowvcWK6s,0.19,0.893393027,"11,307.45",46.96%,288.3086,439,182,209,230,0.55%,52.20%,45.60%,1.65%,0.00%,14.29%,1.62%,69.64875702
J8T1a2X98wzu1sUC4qnWyT9fnVHcQoPCeZo8qRcAv8Fr,0.19,0.891504905,"2,247.06",55.56%,296.5323,85,10,40,45,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,9.09%,26.25506306
FHJ8Sc8i8KAnZ4LJfzdzeTyX474xAmdUn9Kxku9eHCaA,0.16,0.890967953,"13,985.41",60.37%,185.7618,845,217,472,373,1.38%,38.25%,59.45%,0.92%,0.00%,28.57%,0.00%,69.71077097
y3cLsecQ3BEsRkJFCD54JzuNcs9d7rpmWUQmP9kjoMb,0.24,0.885851776,"6,158.89",49.06%,377.8536,184,53,68,116,1.89%,47.17%,47.17%,3.77%,0.00%,15.09%,1.85%,33.17044892
FHJ8Sc8i8KAnZ4LJfzdzeTyX474xAmdUn9Kxku9eHCaA,0.16,0.885710329,"13,793.30",60.37%,185.1742,841,217,470,371,1.38%,38.25%,59.45%,0.92%,0.00%,28.57%,0.00%,68.72560886
8MjXUaGHoTjeoKmQKsbrc8aUAjeUfAySaxGCMAKEeEno,0.17,0.882875051,"2,010.32",55.56%,168.6678,135,57,71,64,0.00%,43.86%,52.63%,1.75%,1.75%,0.00%,0.00%,10.50523848
tXU81r1Br119HdLDgrpuCvZoqLtHaGvHiGim3182z7M,0.19,0.882609898,"4,118.62",70.77%,213.0781,219,65,102,117,0.00%,29.23%,70.77%,0.00%,0.00%,12.31%,0.00%,2.527065246
5hPbaXZoRjm3SRe3p9y7sB6vK3aWxMbQUEA61g1T2YtW,0.19,0.880194676,"12,192.31",51.04%,292.8506,473,193,224,249,0.52%,48.19%,50.26%,1.04%,0.00%,13.99%,2.53%,72.03208952
TN1huc2jUFdQ71SiQcEnXdaKXNsDvUt6HkmzfDiVcx4,0.15,0.875702281,"4,302.30",65.43%,209.0626,235,81,133,102,0.00%,34.57%,65.43%,0.00%,0.00%,7.41%,0.00%,19.60584953
5XJCYGSbxz5T1WkbQg6AgKoyBDRhochaw5DJhhDcbQ1P,0.17,0.874346131,"1,989.41",82.14%,172.3721,132,37,69,63,0.00%,13.51%,86.49%,0.00%,0.00%,0.00%,0.00%,0.200048912
y3cLsecQ3BEsRkJFCD54JzuNcs9d7rpmWUQmP9kjoMb,0.23,0.87030716,"6,060.36",49.06%,368.4377,189,53,71,118,1.89%,47.17%,47.17%,3.77%,0.00%,15.09%,1.85%,32.64273631
tXU81r1Br119HdLDgrpuCvZoqLtHaGvHiGim3182z7M,0.18,0.86693035,"3,670.94",72.32%,207.5692,204,112,96,108,0.00%,27.68%,72.32%,0.00%,0.00%,17.86%,0.00%,2.590285719
3NsmhHhHEt3BnKpGzk4bBzvb2gy4pVHJERj67cnH6Cx6,0.15,0.862715948,"1,596.41",48.48%,110.8052,167,66,98,69,3.03%,48.48%,48.48%,0.00%,0.00%,7.58%,0.00%,9.697388419
8MjXUaGHoTjeoKmQKsbrc8aUAjeUfAySaxGCMAKEeEno,0.16,0.860009842,"1,979.70",58.00%,166.808,138,53,73,65,0.00%,39.62%,54.72%,3.77%,1.89%,1.89%,0.00%,9.280801082
BESavbxMyMUVNZT8fBFdDxF4bKSzK2mevvsjxXQyCfyX,0.3,0.855905958,"8,763.75",51.43%,461.223,222,37,64,158,5.41%,45.95%,48.65%,0.00%,0.00%,18.92%,5.13%,65.34663437
97ob4vXQLAFJBxPEub1dLcy1XnFFnxTuAx8nEqxMZ4B1,0.18,0.855464327,"12,613.79",45.80%,161.8547,911,238,441,470,2.94%,50.84%,42.44%,2.94%,0.84%,15.13%,0.00%,48.01398021
5suj5CA91EKzD9x3BBhyay5eDmNwMnquntAJADNLaews,0.15,0.854969849,"16,755.42",40.32%,161.8305,1211,267,681,530,2.25%,53.56%,41.95%,1.50%,0.75%,11.99%,1.84%,14.52777499
nkm2kct2k6cBKutkAzVC4eW5b8LC95fZuSg5ngHLoWd,0.16,0.852654558,"23,593.06",48.44%,278.3715,994,325,519,475,0.62%,46.77%,52.00%,0.62%,0.00%,12.62%,0.31%,0.400383716
5hPbaXZoRjm3SRe3p9y7sB6vK3aWxMbQUEA61g1T2YtW,0.18,0.852576059,"11,130.28",51.04%,294.6926,443,193,210,233,0.52%,48.19%,50.26%,1.04%,0.00%,13.99%,2.53%,69.74993659
7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,0.11,0.852156232,"3,157.46",44.05%,90.1523,411,102,309,102,1.96%,38.24%,59.80%,0.00%,0.00%,8.82%,21.54%,1.894463338
5hPbaXZoRjm3SRe3p9y7sB6vK3aWxMbQUEA61g1T2YtW,0.18,0.851846731,"11,323.49",51.04%,294.0901,452,193,214,238,0.52%,48.19%,50.26%,1.04%,0.00%,13.99%,2.53%,70.68310248
5suj5CA91EKzD9x3BBhyay5eDmNwMnquntAJADNLaews,0.15,0.8473186,"16,723.47",40.32%,162.3103,1216,267,684,532,2.25%,53.56%,41.95%,1.50%,0.75%,11.99%,1.84%,14.33364848
8M5yZK1VS2NA1CRoYQqu9Qjqia7y9Q7QTBss8MF3Voym,0.15,0.844117891,"1,025.04",71.43%,127.8245,95,21,55,40,0.00%,23.81%,76.19%,0.00%,0.00%,9.52%,0.00%,1.646265849
HArmfQoCdvTLpoAaae91rRdynTtKoW4YrCWXhqBMFo8R,0.17,0.840141647,"1,322.94",92.31%,164.0274,96,52,48,48,1.92%,5.77%,92.31%,0.00%,0.00%,0.00%,1.89%,1.184540165
97ob4vXQLAFJBxPEub1dLcy1XnFFnxTuAx8nEqxMZ4B1,0.17,0.839645912,"12,512.43",44.53%,162.3315,918,257,445,473,2.72%,52.14%,41.25%,3.11%,0.78%,14.79%,0.39%,47.4822064
5tz6QRuu2sTmJ91fyCLCUPrFSk2GQWi4jTc3Juaw6T5U,0.19,0.839324825,"3,730.82",77.78%,167.7368,265,81,120,145,0.00%,22.22%,77.78%,0.00%,0.00%,19.75%,0.00%,2.627414788
5suj5CA91EKzD9x3BBhyay5eDmNwMnquntAJADNLaews,0.15,0.838657246,"16,662.60",40.32%,162.057,1226,267,691,535,2.25%,53.56%,41.95%,1.50%,0.75%,11.99%,1.84%,12.25860324
3HtuwSeA7zHMtD9WMmFadsYzLTjGNAkZJNSoNZRjDCrg,0.28,0.836761201,"1,779.84",43.75%,99.8619,213,48,63,150,4.17%,52.08%,43.75%,0.00%,0.00%,12.50%,2.04%,2.046986811
6KfCtjrYHPCecfRMihr7JgtsMKJcQ69ZbQQg2AZNMV6c,0.22,0.835795464,519.36,58.06%,42.8549,145,32,54,91,15.62%,28.12%,56.25%,0.00%,0.00%,3.12%,0.00%,5.043088603
DSyg1YYUrJADLeR6bpwN7iJ4ZdWrtVuv1ZyXsJAnCu5d,0.17,0.833612222,"12,008.15",41.74%,162.7679,885,231,429,456,3.46%,54.11%,40.69%,0.87%,0.87%,15.15%,0.43%,46.8619006
y3cLsecQ3BEsRkJFCD54JzuNcs9d7rpmWUQmP9kjoMb,0.22,0.833426702,"5,895.78",49.06%,370.374,191,53,72,119,1.89%,47.17%,47.17%,3.77%,0.00%,15.09%,1.85%,31.80543679
AEQQdbQsMqpM5BzQ5Bxg18hWPMXGNfgwYQzmFx3cepZx,0.13,0.833328257,"3,184.52",77.78%,389.9436,98,32,62,36,0.00%,15.62%,84.38%,0.00%,0.00%,0.00%,0.00%,0.226196267
4jYKyLfyyXUXzpwYpSwYQZywT3jeiTSJUDPtw8hDW6Xf,0.21,0.83314402,"2,952.10",51.00%,132.7088,267,100,105,162,8.00%,41.00%,51.00%,0.00%,0.00%,6.00%,1.96%,35.27825763
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,0.17,0.830178544,"93,557.39",62.92%,515.7689,2185,733,1089,1096,0.95%,29.20%,59.48%,0.27%,0.14%,27.80%,22.51%,507.028904
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,0.17,0.829783763,"95,945.57",62.73%,515.9625,2241,727,1120,1121,0.96%,30.26%,60.94%,0.28%,0.14%,27.80%,22.51%,547.0773986
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,0.17,0.829480928,"93,062.63",62.96%,516.3084,2173,731,1083,1090,0.96%,29.14%,59.51%,0.27%,0.14%,27.80%,22.51%,507.6087394
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,0.17,0.829424966,"96,305.82",62.64%,516.2808,2249,710,1124,1125,0.99%,31.27%,62.68%,0.28%,0.14%,27.80%,22.51%,548.8530376
4jYKyLfyyXUXzpwYpSwYQZywT3jeiTSJUDPtw8hDW6Xf,0.21,0.829134214,"2,985.46",51.00%,133.3591,270,100,106,164,8.00%,41.00%,51.00%,0.00%,0.00%,6.00%,1.96%,35.44158683
87o4ZJQSb2bkiTeuiMT1yichosbBwPu8TNviMpiHrXwz,0.19,0.829114622,"1,445.19",59.09%,154.2524,113,22,50,63,0.00%,40.91%,59.09%,0.00%,0.00%,0.00%,8.33%,4.329607023
5suj5CA91EKzD9x3BBhyay5eDmNwMnquntAJADNLaews,0.15,0.828434179,"16,534.31",40.32%,161.4766,1236,267,698,538,2.25%,53.56%,41.95%,1.50%,0.75%,11.99%,1.84%,10.74079655
8U6JgcsKPfeywVntcyVJ7BW87b9yeXdcD1UpCvXNRWmy,0.18,0.828358584,"5,177.36",44.30%,234.9678,266,80,124,142,0.00%,53.75%,45.00%,0.00%,1.25%,6.25%,2.44%,77.52547897
3XXvyGXSTTddrjfXkLqmLacca23fvziRoARavHGXJztv,0.19,0.825194622,"4,115.23",43.64%,259.7386,192,55,85,107,3.64%,50.91%,41.82%,3.64%,0.00%,3.64%,3.51%,1.57971226
5tz6QRuu2sTmJ91fyCLCUPrFSk2GQWi4jTc3Juaw6T5U,0.18,0.823998421,"3,837.30",77.46%,166.3188,280,71,127,153,0.00%,22.54%,77.46%,0.00%,0.00%,22.54%,0.00%,3.169940401
C2mSwXA4ycq2whFLqnxBP9Ye5cWDhvccJ44EM2HSG5UD,0.21,0.823354796,"2,763.39",40.00%,195.1312,172,50,69,103,0.00%,60.00%,34.00%,6.00%,0.00%,4.00%,0.00%,9.440980226
9z1SNSe1WwxcCfGC6wyQCs2VdqpktyGtMDV6bSaNziFg,0.16,0.82236939,"3,125.38",70.51%,197.9405,192,81,100,92,1.23%,27.16%,70.37%,0.00%,1.23%,7.41%,0.00%,23.64178459
97ob4vXQLAFJBxPEub1dLcy1XnFFnxTuAx8nEqxMZ4B1,0.17,0.820160923,"12,423.30",44.53%,163.4023,927,257,449,478,2.72%,52.14%,41.25%,3.11%,0.78%,14.79%,0.39%,47.01012955
5tz6QRuu2sTmJ91fyCLCUPrFSk2GQWi4jTc3Juaw6T5U,0.18,0.816549381,"3,712.04",77.46%,165.9127,274,71,124,150,0.00%,22.54%,77.46%,0.00%,0.00%,22.54%,0.00%,2.529653148
AysZXgAE7uHNhrB4y6PxpvkU68Zpy4ezrUpYRpXixyie,0.16,0.816164561,235.99,65.11%,3.2056,902,475,463,439,11.58%,24.84%,62.11%,1.47%,0.00%,3.58%,0.00%,0.22823994
9z1SNSe1WwxcCfGC6wyQCs2VdqpktyGtMDV6bSaNziFg,0.16,0.813417475,"3,221.56",70.51%,200.0265,198,81,103,95,1.23%,27.16%,70.37%,0.00%,1.23%,7.41%,0.00%,24.1321221
4rwP3tWbZPZcQ8DFT4e5HdZai4gqz2TGJFSD8gKB8r5f,0.19,0.811486662,"1,943.72",40.74%,188.603,127,27,53,74,14.81%,44.44%,37.04%,3.70%,0.00%,11.11%,0.00%,2.425437882
459Q7jT6F3eu5fWTgfdRfiPYPRLMXuJqRpgjnjynoZ2N,0.12,0.808877729,42.38,82.61%,2.1922,239,54,164,75,14.81%,53.70%,31.48%,0.00%,0.00%,0.00%,0.00%,0.475710332
4rwP3tWbZPZcQ8DFT4e5HdZai4gqz2TGJFSD8gKB8r5f,0.2,0.808073821,"1,960.15",40.74%,195.6215,124,27,51,73,14.81%,44.44%,37.04%,3.70%,0.00%,11.11%,0.00%,3.914012004
8SDn4D42BEuji57tFfUKPGuHYBKLGojTnoUtAgS4JRv1,0.15,0.805833252,929.88,43.75%,115.3936,100,17,52,48,5.88%,47.06%,47.06%,0.00%,0.00%,5.88%,0.00%,7.695796796
4jYKyLfyyXUXzpwYpSwYQZywT3jeiTSJUDPtw8hDW6Xf,0.2,0.804484924,"2,768.29",51.00%,131.3386,262,100,103,159,8.00%,41.00%,51.00%,0.00%,0.00%,6.00%,1.96%,34.35110297
DiXnj28xmxYB8M2MZhsnK4vtnv57r3N8ZsbDKLooU8b,0.22,0.804460291,"3,638.62",52.38%,572.5389,79,21,29,50,4.76%,42.86%,47.62%,4.76%,0.00%,0.00%,0.00%,44.58550044
87o4ZJQSb2bkiTeuiMT1yichosbBwPu8TNviMpiHrXwz,0.18,0.803550466,"1,431.68",59.09%,154.9298,115,22,51,64,0.00%,40.91%,59.09%,0.00%,0.00%,0.00%,8.33%,4.253733899
3c2N1d2QTE2Rhj6N9sQvbzUhvcSPbAqNkY7JmJ8w2jfa,0.29,0.803019287,"8,897.66",57.14%,481.7503,230,37,63,167,8.11%,37.84%,51.35%,2.70%,0.00%,18.92%,2.63%,77.11772652
G4N6bFRvuVGAQo1b1usJ5RPwxaaAdyWbC81EutiGyGfg,0.16,0.79831747,115.21,50.00%,20.3262,71,20,35,36,10.00%,40.00%,40.00%,10.00%,0.00%,10.00%,0.00%,0.590464447
x1Xikd7PGYpwmWLtJL5QjcW8g6Rj8y4g4MP7m3WH8BQ,0.17,0.794179398,433.91,62.96%,23.7549,230,27,108,122,11.11%,25.93%,62.96%,0.00%,0.00%,18.52%,0.00%,2.846100032
G7mfcf5GbZezcBKqcDo5u16TSLARTVxTRSjXxDYbVnaq,0.18,0.792897644,"10,148.30",49.33%,292.2147,438,76,195,243,10.53%,39.47%,46.05%,3.95%,0.00%,5.26%,5.00%,101.907415
DSyg1YYUrJADLeR6bpwN7iJ4ZdWrtVuv1ZyXsJAnCu5d,0.16,0.789115126,"11,720.58",41.74%,162.8598,912,231,445,467,3.46%,54.11%,40.69%,0.87%,0.87%,15.15%,0.43%,45.35044172
Dp1811f3znnXJZxi6wA2MGXf4Xq4LHjqDQHJWEKPuLwb,0.17,0.788733447,430.44,78.38%,53.5035,102,48,46,56,16.67%,14.58%,68.75%,0.00%,0.00%,0.00%,0.00%,1.96181406
AysZXgAE7uHNhrB4y6PxpvkU68Zpy4ezrUpYRpXixyie,0.15,0.785803921,232.23,65.11%,3.2193,918,475,471,447,11.58%,24.84%,62.11%,1.47%,0.00%,3.58%,0.00%,0.204093077
Dp1811f3znnXJZxi6wA2MGXf4Xq4LHjqDQHJWEKPuLwb,0.17,0.782381561,431.92,78.38%,53.0825,104,48,47,57,16.67%,14.58%,68.75%,0.00%,0.00%,0.00%,0.00%,2.488952905
3XXvyGXSTTddrjfXkLqmLacca23fvziRoARavHGXJztv,0.18,0.782122811,"4,051.04",43.64%,256.4131,202,55,90,112,3.64%,50.91%,41.82%,3.64%,0.00%,3.64%,3.51%,1.244384119
DL2o7TwxDrDbRwgTK76tfA61S6Q2CJfy89LUALGtZz4L,0.17,0.781677163,"9,721.12",51.24%,221.2853,562,202,266,296,0.50%,48.51%,50.50%,0.50%,0.00%,6.44%,0.00%,5.096335353
ApXppdtbLiZ85CUFtXzLaqHGfBgwPvx6ywLZzNowkWCQ,0.15,0.778861334,"1,022.48",40.98%,50.2984,261,61,135,126,14.75%,44.26%,36.07%,1.64%,3.28%,1.64%,0.00%,0.030413087
Dp1811f3znnXJZxi6wA2MGXf4Xq4LHjqDQHJWEKPuLwb,0.17,0.778604778,431.6,78.38%,52.2948,106,48,48,58,16.67%,14.58%,68.75%,0.00%,0.00%,0.00%,0.00%,2.485205872
DSyg1YYUrJADLeR6bpwN7iJ4ZdWrtVuv1ZyXsJAnCu5d,0.16,0.776736716,"11,655.22",41.74%,163.2793,919,231,449,470,3.46%,54.11%,40.69%,0.87%,0.87%,15.15%,0.43%,45.00003025
EC9ya9aecXQ36tcwMv7PdW2BXdSdW6Q1HNhK9A8RyJh5,0.18,0.776528486,"2,203.69",65.52%,189.1916,150,31,63,87,0.00%,32.26%,64.52%,3.23%,0.00%,0.00%,0.00%,12.64395843
44DZdaMR4F3hpGFz498jfZxpKMMLARQXVwavxJyfJTGb,0.17,0.774500761,787.67,45.27%,48.8944,208,148,97,111,0.00%,54.73%,43.92%,0.68%,0.68%,14.86%,0.00%,2.084797832
Fyr3eVTySpfyczEzUFcJ3SPtEKRwWKhxsmAWLghwP3FL,0.17,0.77081341,"7,988.13",41.27%,204.4033,507,253,226,281,4.74%,53.75%,38.74%,1.98%,0.79%,0.79%,2.32%,45.07403268
CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,0.09,0.769276092,"6,670.93",45.95%,32.1293,2699,225,2372,327,1.33%,52.00%,45.78%,0.89%,0.00%,20.89%,0.44%,1.496558604
HapHs2hMFDWB2o5kHDCrL7UyvkLXJgkmAfGN1eTCR3Hh,0.12,0.76895456,"6,884.72",58.38%,135.043,663,173,411,252,1.16%,40.46%,58.38%,0.00%,0.00%,15.03%,0.00%,14.31916499
EYnoQ7LnKXUQ4TpCXkfjQqEp4BoymiNGZ145zTwNj48E,0.15,0.765272918,"1,896.59",45.71%,263.6509,94,36,47,47,0.00%,55.56%,41.67%,2.78%,0.00%,2.78%,0.00%,11.71289391
DL2o7TwxDrDbRwgTK76tfA61S6Q2CJfy89LUALGtZz4L,0.16,0.762182842,"9,597.66",51.24%,221.696,568,202,269,299,0.50%,48.51%,50.50%,0.50%,0.00%,6.44%,0.00%,4.447644065
DaxfhgKzpaF6GmyP1BTaFkFKqDfabYvEGHZFFtnSCyz1,0.16,0.761492988,"4,914.56",71.91%,322.6924,200,89,93,107,1.12%,26.97%,71.91%,0.00%,0.00%,12.36%,0.00%,39.58653087
4jYKyLfyyXUXzpwYpSwYQZywT3jeiTSJUDPtw8hDW6Xf,0.19,0.760372506,"2,390.42",51.00%,130.446,241,100,94,147,8.00%,41.00%,51.00%,0.00%,0.00%,6.00%,1.96%,32.42422462
44DZdaMR4F3hpGFz498jfZxpKMMLARQXVwavxJyfJTGb,0.16,0.759304025,776.84,45.27%,48.7188,210,148,98,112,0.00%,54.73%,43.92%,0.68%,0.68%,14.86%,0.00%,2.024928543
DSyg1YYUrJADLeR6bpwN7iJ4ZdWrtVuv1ZyXsJAnCu5d,0.16,0.759244729,"11,581.35",41.74%,164.3726,928,231,453,475,3.46%,54.11%,40.69%,0.87%,0.87%,15.15%,0.43%,44.60629379
Fyr3eVTySpfyczEzUFcJ3SPtEKRwWKhxsmAWLghwP3FL,0.17,0.758981258,"8,135.02",41.27%,204.9396,523,253,234,289,4.74%,53.75%,38.74%,1.98%,0.79%,0.79%,2.32%,45.7738674
